stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat,
31908,DIAROSVVSVSFGH0.000 TO 0.056 (I),Diamond,Rose,VVS,GH,0.000 TO 0.056 (I),59500,65450
31909,DIAROSVVSVSFGH0.085 TO 0.129,Diamond,Rose,VVS,GH,0.085 TO 0.129,59500,65450
31910,DIASOLRNDVVSWHITE1.00 TO 1.49 (XI),Diamond,Round,VVS,WHITE,1.00 TO 1.49 (XI),59500,65450
31911,DMVSIFHEP08,Diamond,Marquise,VS_SI,FGH,Upto 0.08,59500,65450
31912,DPVSIFHEP08,Diamond,Pear,VS_SI,FGH,Upto 0.08,59500,65450
31913,DRVVSEFEWD1,Diamond,Round,VVS,EF,2,59500,65450
31914,DRVVSFGEWD1,Diamond,Round,VVS,FG,2,59500,65450
31915,FMFMVVSMIXMIX,Forevermark Diamond,Mix,VVS,Mix,Mix,59500,65450
31916,FMRPEAVVSEF0.13 TO 0.175 (IV),Diamond,Pear,VVS,EF,0.13 TO 0.175 (IV),59500,65450
31917,FMRPEAVVSEF0.23 TO 0.29 (VI),Diamond,Pear,VVS,EF,0.23 TO 0.29 (VI),59500,65450
31918,FMRRNDVVS_VSFG0.18 TO 0.22,Diamond,Round,VVS_VS,FG,0.18 TO 0.22,59500,65450
31919,FMRRNDVVSEF0.075 TO 0.08 (II),Diamond,Round,VVS,EF,0.075 TO 0.08 (II),59500,65450
31920,FMRRNDVVSEF0.085 TO 0.0125(III),Diamond,Round,VVS,EF,0.085 TO 0.0125(III),59500,65450
31921,FMRRNDVVSEF0.085 TO 0.125,Diamond,Round,VVS,EF,0.085 TO 0.125,59500,65450
31922,FMRRNDVVSEF0.085 TO 0.125 (III),Diamond,Round,VVS,EF,0.085 TO 0.125 (III),59500,65450
31923,FMRRNDVVSEF0.13 TO 0.175,Diamond,Round,VVS,EF,0.13 TO 0.175,59500,65450
31924,FMRRNDVVSEF0.135 TO 0.0175(IV),Diamond,Round,VVS,EF,0.135 TO 0.0175(IV),59500,65450
31925,FMRRNDVVSEF0.135 TO 0.175,Diamond,Round,VVS,EF,0.135 TO 0.175,59500,65450
31926,FMRRNDVVSEF0.18 TO 0.22 (V),Diamond,Round,VVS,EF,0.18 TO 0.22 (V),59500,65450
31927,FMRRNDVVSEF0.18 TO 0.22(V),Diamond,Round,VVS,EF,0.18 TO 0.22(V),59500,65450
31928,FMRRNDVVSEF0.230 to 0.290,Diamond,Round,VVS,EF,0.230 TO 0.290,59500,65450
31929,FMRRNDVVSEF0.230 TO 0.290(VI),Diamond,Round,VVS,EF,0.230 TO 0.290(VI),59500,65450
31930,FMRRNDVVSFGH0.085 TO 0.0125(III),Diamond,Round,VVS,FGH,0.085 TO 0.0125(III),59500,65450
31931,FMRRNDVVSFGH0.135 TO 0.0175(IV),Diamond,Round,VVS,FGH,0.135 TO 0.0175(IV),59500,65450
31932,FMRRNDVVSFGH0.18 TO 0.22(V),Diamond,Round,VVS,FGH,0.18 TO 0.22(V),59500,65450
31933,FMRRNDVVSFGH0.23 TO 0.29(VI),Diamond,Round,VVS,FGH,0.23 TO 0.29(VI),59500,65450
31934,FMRRNDVVSIJ0.085 TO 0.0125(III),Diamond,Round,VVS,IJ,0.085 TO 0.0125(III),59500,65450
31935,FMRRNDVVSIJ0.135 TO 0.0175(IV),Diamond,Round,VVS,IJ,0.135 TO 0.0175(IV),59500,65450
31936,FMRRNDVVSIJ0.18 TO 0.22(V),Diamond,Round,VVS,IJ,0.18 TO 0.22(V),59500,65450
31937,FMRRNDVVSVSFG0.18 TO 0.22,Forevermark Diamond,Round,VVS,FG,0.18 TO 0.22,59500,65450
31938,MeleRNDVVSEF01.01_2CT,Diamond,Round,VVS,EF,01.01_2CT,59500,65450
31939,MeleRNDVVSEF02.01 _ 3 CT,Diamond,Round,VVS,EF,02.01 _ 3 CT,59500,65450
31940,OCUTRNDVVSEFMIX,Diamond,Round,VVS,EF,Mix,59500,65450
31941,PEAPEAMIXMIXMIX,Diamond,Pear,Mix,Mix,Mix,59500,65450
31942,PEAPEAVS  SIIJMIX,Diamond,Pear,VS,IJ,Mix,59500,65450
31943,PEAPEAVS _ SIIJMIX,Diamond,Pear,VS _ SI,IJ,Mix,59500,65450
31944,POHMIXAEFMIX,Polki,Mix,Mix,EF,Mix,59500,65450
31945,POHMIXMIXEFMIX,Polki,Mix,Mix,EF,Mix,59500,65450
31946,POLMIXA,Polki,Mix,Mix,Mix,Mix,59500,65450
31947,POLMIXMIXEF_ABOVE1,Polki,Mix,Mix,EF,Mix,59500,65450
31948,POLMIXVVSMIXEF,Polki,Mix,VVS,EF,Mix,59500,65450
31949,RNDVVS1EF1.00 ABOVE (XI),Diamond,Round,VVS1,EF,1.00 ABOVE (XI),59500,65450
31950,ROSMIXMIXFGH0.000 TO 0.056 (I),Diamond,Rose,Mix,FGH,0.000 TO 0.056 (I),59500,65450
31951,ROSMIXMIXMIX_ 0.40+0.38,Diamond,Rose,Mix,Mix,0,59500,65450
31952,ROSMIXVS_SIFGH0.000 to 0.056 (I),Diamond,Rose,VS_SI,FGH,0.000 TO 0.056 (I),59500,65450
31953,ROSMIXVS_SIGH0.000 TO 0.056,Diamond,Rose,VS_SI,GH,0.000 TO 0.056,59500,65450
31954,ROSMIXVS_SIGH0.000 TO 0.056 (I),Diamond,Rose,VS_SI,GH,0.000 TO 0.056 (I),59500,65450
31955,ROSMIXVS_SIHI0.000 TO 0.056 (I),Diamond,Rose,VS_SI,HI,0.000 TO 0.056 (I),59500,65450
31956,ROSMIXVSFGH0.000 TO 0.056,Diamond,Rose,VS,FGH,0.000 TO 0.056,59500,65450
31957,ROSMIXVSGH0.000 TO 0.056,Diamond,Rose,VS,GH,0.000 TO 0.056,59500,65450
31958,ROSMIXVSHI0.000 TO 0.056,Diamond,Rose,VS,HI,0.000 TO 0.056,59500,65450
31959,ROSMIXVSSIFGH0.000 TO 0.056,Diamond,Rose,VS,GH,0.000 TO 0.056,59500,65450
31960,ROSMIXVSSIFGH0.000 to 0.056 (I),Diamond,Rose,VS,GH,0.000 TO 0.056 (I),59500,65450
31961,ROSMIXVSSIGH0.000 TO 0.056,Diamond,Rose,VS,GH,0.000 TO 0.056,59500,65450
31962,ROSMIXVSSIGH0.000 TO 0.056 (I),Diamond,Rose,VS,GH,0.000 TO 0.056 (I),59500,65450
31963,ROSMIXVSSIHI0.000 TO 0.056,Diamond,Rose,VS,HI,0.000 TO 0.056,59500,65450
31964,ROSMIXVSSIHI0.000 TO 0.056 (I),Diamond,Rose,VS,HI,0.000 TO 0.056 (I),59500,65450
31965,ROSMIXVSSIIJ0.000 TO 0.056,Diamond,Rose,VS,IJ,0.000 TO 0.056,59500,65450
31966,ROSMIXVVS  VSFGMIX,Diamond,Rose,VVS,FG,Mix,59500,65450
31967,ROSMIXVVS_SIGH0.000 TO 0.056 (I),Diamond,Rose,VVS_SI,GH,0.000 TO 0.056 (I),59500,65450
31968,ROSMIXVVS_VSFGMIX,Diamond,Rose,VVS_VS,FG,Mix,59500,65450
31969,ROSMIXVVS_VSGH0.000 TO 0.056,Diamond,Rose,VVS_VS,GH,0.000 TO 0.056,59500,65450
31970,ROSMIXVVS_VSHI0.000 TO 0.056,Diamond,Rose,VVS_VS,HI,0.000 TO 0.056,59500,65450
31971,ROSMIXVVS_VSIJ0.000 TO 0.056,Diamond,Rose,VVS_VS,IJ,0.000 TO 0.056,59500,65450
31972,ROSMIXVVSEF0.000 TO 0.056,Diamond,Rose,VVS,EF,0.000 TO 0.056,59500,65450
31973,ROSMIXVVSSIGH0.000 TO 0.056 (I),Diamond,Rose,VVS,GH,0.000 TO 0.056 (I),59500,65450
31974,ROSMIXVVSVSFG0.000 to 0.056 (I),Diamond,Rose,VVS,FG,0.000 TO 0.056 (I),59500,65450
31975,ROSMIXVVSVSFGMIX,Diamond,Rose,VVS,FG,Mix,59500,65450
