stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat
POLMIXAMIXMIX,Polki,Mix,Mix,Mix,Mix,16000,17600
POLMIXMIXMIX-0.18,Polki,Mix,Mix,Mix,Mix,20000,22000
POLKIMIXAMIXMIX,Polki,Mix,Mix,Mix,Mix,18000,19800
POLMIXMIXMIX- ABOVE 2,Polki,Mix,Mix,Mix,ABOVE 2,18000,19800
POLMIXMIXEF-0.18,Polki,Mix,Mix,Mix,Mix,20000,22000
POLMIXMIXMIXPOLKI - 0.18,Polki,Mix,Mix,Mix,Mix,20000,22000
EMEMIXMIXFGHMIX,Emerald,Mix,Mix,FGH,Mix,20000,22000
POLMIXAEF- 0.20+0.18,Polki,Mix,Mix,Mix,Mix,20000,22000
POLMIXMIXEF-0.20+0.18,Polki,Mix,Mix,Mix,Mix,22000,24200
POLMIXMIXEF- 0.20+0.18,Polki,Mix,Mix,Mix,Mix,22000,24200
LBDMIXMIXEFMIX,Diamond,Mix,Mix,EF,Mix,25000,27500
POLMIXMIXMIX - 0.20+0.18,Polki,Mix,Mix,Mix,Mix,22000,24200
POLMIXAMIX- 0.30+0.28,Polki,Mix,Mix,Mix,0.30+0.28,22000,24200
LBDMIXAEFMIX,Diamond,Mix,Mix,EF,Mix,25000,27500
POLMIXAMIX- ABOVE 2,Polki,Mix,Mix,Mix,ABOVE 2,23000,25300
POLMIXMIXMIXMIX,Polki,Mix,Mix,Mix,Mix,18000,19800
POLMIXMIXEF- 0.24+0.22,Polki,Mix,Mix,Mix,Mix,22000,24200
POLMIXAEF- ABOVE 2,Polki,Mix,Mix,Mix,Mix,24000,26400
POLMIXAEF- 0.24+0.22,Polki,Mix,Mix,Mix,Mix,24000,26400
POLMIXMIXMIX - 0.24+0.22,Polki,Mix,Mix,Mix,Mix,24000,26400
POLMIXMIXEF-0.24+0.22,Polki,Mix,Mix,Mix,Mix,24000,26400
POLMIXMIXMIX- 0.20+0.18,Polki,Mix,Mix,Mix,0.20+0.18,24000,26400
POLMIXMIXMIX- 0.24+0.22,Polki,Mix,Mix,Mix,0.24+0.22,24000,26400
LBDRNDVVSEFMIX,Diamond,Round,VVS,EF,Mix,25000,27500
LBDMIXVVS - VSEFMIX,Diamond,Mix,VVS_VS,EF,Mix,25000,27500
LBDMIXMIXMIXMIX,Diamond,Mix,Mix,Mix,Mix,25000,27500
LBDMIXVSEFBELOW01CT,Diamond,Mix,VS,EF,BELOW01CT,25000,27500
LBDMIXVVSMIXEF,Diamond,Mix,VVS,EF,Mix,30000,33000
POLMIXAEF- 0.26+0.24,Polki,Mix,Mix,Mix,Mix,26000,28600
POLMIXMIXMIX - 0.26+0.24,Polki,Mix,Mix,Mix,Mix,26000,28600
POLMIXAMIX- 0.26+0.24,Polki,Mix,Mix,Mix,Mix,26000,28600
POLMIXMIXEF- 0.26+0.24,Polki,Mix,Mix,Mix,Mix,26000,28600
POLMIXAMIX0.26 TO 0.24,Polki,Mix,Mix,Mix,6 TO 0.24,26000,28600
POLMIXMIXMIX- 0.26+0.24,Polki,Mix,Mix,Mix,0.26+0.24,26000,28600
MUTMUTAMIXMIX,Diamond,Mutual Cut,Mix,Mix,Mix,45000,49500
POLMIXMIXMIX- 0.30+0.28,Polki,Mix,Mix,Mix,0.30+0.28,27000,29700
POLMIXAEF- 0.30+0.28,Polki,Mix,Mix,Mix,Mix,30000,33000
POLMIXMIXEF-0.28+0.26,Polki,Mix,Mix,Mix,Mix,28000,30800
POLMIXAEF- 0.28+0.26,Polki,Mix,Mix,Mix,Mix,28000,30800
POLMIXMIXMIX - 0.28+0.26,Polki,Mix,Mix,Mix,Mix,28000,30800
POLMIXMIXMIX- 0.28+0.26,Polki,Mix,Mix,Mix,0.28+0.26,28000,30800
POLMIXAEFMIX,Polki,Mix,Mix,EF,Mix,30000,33000
POLMIXMIXEF- 0.30+0.28,Polki,Mix,Mix,Mix,Mix,30000,33000
DIARoseMIXMIX0.000 TO 0.056,Diamond,Rose,Mix,Mix,0.000 TO 0.056,45000,49500
POLMIXMIXMIX- 0.32+0.30,Polki,Mix,Mix,Mix,0.32+0.30,14000,15400
POLMIXMIXMIX- 0.40+0.38,Polki,Mix,Mix,Mix,0.40+0.38,30000,33000
POLMIXAMIX- 0.36+0.34,Polki,Mix,Mix,Mix,0.36+0.34,32000,35200
POLMIXAEF- 0.32+0.30,Polki,Mix,Mix,Mix,Mix,32000,35200
ROSRNDVS-SIIJ  0.085 TO 0.0125(III),Diamond,Round,VS_SI,IJ,0.085 TO 0.0125,33000,36300
DIAPRIVS-SIIJ0.085 TO 0.0134 (III),Diamond,Princess,VS_SI,IJ,0.085 TO 0.0134 (III),78000,85800
POLMIXAMIX- 0.28+0.26,Polki,Mix,Mix,Mix,Mix,35000,38500
ROSMIXVVS - VSFGMIX,Diamond,Mix,VVS_VS,FG,Mix,35000,38500
DIAMIXVVS - VSEF02.01-3CT,Diamond,Mix,VVS_VS,EF,02.01_3CT,40000,44000
DIAPRIVS-SIIJ0.000 to 0.056 (I),Diamond,Princess,VS_SI,IJ,0.000 TO 0.056,38000,41800
DIARNDVVS-VSHI0.000 TO 0.056 (I),Diamond,Round,VVS_VS,HI,0.000 TO 0.056(I),38000,41800
POLMIXAMIX- 0.32+0.30,Polki,Mix,Mix,Mix,0.32+0.30,36500,40150
DIARCTMIXMIX0.000 TO 0.056,Diamond,Mix,Mix,Mix,0.000 TO 0.056,38500,42350
POLMIXMIXMIX - 0.32+0.30,Polki,Mix,Mix,Mix,Mix,40000,44000
POLMIXMIXMIX - ABOVE 1,Polki,Mix,Mix,Mix,Mix,40000,44000
DIAPRIVS-SIIJ0.085 TO 0.125(III),Diamond,Princess,VS_SI,IJ,0.085 TO 0.125(III),40000,44000
DIAMUTVVS - VSFGMIX,Diamond,Mutual Cut,VVS_VS,FG,Mix,45000,49500
DIARNDVVS - VSHI0.000 TO 0.056,Diamond,Round,VVS_VS,HI,0.000 TO 0.056,40000,44000
DIAMIXMIXEFMIX,Diamond,Mix,Mix,EF,Mix,40000,44000
DIAMIXVVS - VSEF01.01-2CT,Diamond,Mix,VVS_VS,EF,01.01_2CT,40000,44000
DIAMIXVVS - VSEF04.01-5CT,Diamond,Mix,VVS_VS,EF,04.01_5CT,40000,44000
DIAMIXVVS - VSEF05.01-6CT,Diamond,Mix,VVS_VS,EF,05.01_6CT,40000,44000
DIAMIXVVS - VSEF07.01-8CT,Diamond,Mix,VVS_VS,EF,07.01_8CT,40000,44000
DIAMIXVVS - VSEFBELOW01CT,Diamond,Mix,VVS_VS,EF,BELOW01CT,40000,44000
DIAMIXVVSEF12.01-15CT,Diamond,Mix,VVS,EF,12.01_15CT,40000,44000
DIAPRIVS  SIIJ 0.085 TO 0.125,Diamond,Princess,VS_SI,IJ, 0.085 TO 0.125,40000,44000
DIAPRIVS  SIIJ0.000 TO 0.056 (I),Diamond,Princess,VS,IJ,0.000 TO 0.056 (I),40000,44000
DIAPRIVS  SIIJ0.13 TO 0.175,Diamond,Princess,VS_SI,IJ,0.13 TO 0.175,40000,44000
DIAPRIVS-SIIJ0.075 TO 0.084,Diamond,Princess,VS_SI,IJ,0.075 TO 0.084,40000,44000
DIAPRIVS-SIIJ0.085 TO 0.129,Diamond,Princess,VS_SI,IJ,0.085 TO 0.129,40000,44000
DIAMUTVVSEF0.000 TO 0.056,Diamond,Mutual Cut,VVS,EF,0.000 TO 0.056,40000,44000
DIAPRIVS  SIIJ0.000 TO 0.056,Diamond,Princess,VS,IJ,0.000 TO 0.056,45000,49500
DIARNDVSHI0.000 TO 0.056,Diamond,Round,VS,HI,0.000 TO 0.056,40000,44000
DIAPRIVSHI0.000 TO 0.056,Diamond,Princess,VS,HI,0.000 TO 0.056,40000,44000
DIARNDSIEFMIX,Diamond,Round,SI,EF,Mix,59500,65450
ROSMIXMIXEFMIX,Diamond,Rose,Mix,EF,Mix,150000,165000
DIAMUTVVSEFMIX,Diamond,Mutual Cut,VVS,EF,Mix,55000,60500
DIARNDVS  SIIJ0.001 TO 0.056,Diamond,Round,VS  SI,IJ,0.001 TO 0.056,50000,55000
DIARNDSIIJ0.000 TO 0.056,Diamond,Round,SI,IJ,0.000 TO 0.056,50000,55000
DIARNDVVSIJ0.000 TO 0.056,Diamond,Round,VVS,IJ,0.000 TO 0.056,50000,55000
DIARNDVS  SIIJ0.000 TO 0.056(I),Diamond,Round,VS,IJ,0.000 TO 0.056,50000,55000
ROSMIXVVSEFMIX,Diamond,Rose,VVS,EF,Mix,70000,77000
DIARNDVS-SIIJ  0.075 TO 0.08(II),Diamond,Round,VS_SI,IJ,0.075 TO 0.08,50000,55000
ROSMIXVS-SIHI0.000 TO 0.056,Diamond,Rose,VS_SI,HI,0.000 TO 0.056,41000,45100
POLMIXMIXEF- 0.40+0.38,Polki,Mix,Mix,Mix,Mix,40000,44000
POLMIXAMIX- ABOVE 1,Polki,Mix,Mix,Mix,Mix,42000,46200
DIAPRIVS-SIIJ  0.085 TO 0.125 (III),Diamond,Princess,VS_SI,IJ,0.085 TO 0.125 (III),52000,57200
DIAPEAVVSEF0.085 TO 0.125(III),Diamond,Pear,VVS,EF,0.085 TO 0.125(III),42000,46200
DIARNDVVS-VSGHI0.000 TO 0.056 (I),Diamond,Round,VVS_VS,GH,0.000 TO 0.056,50000,55000
DIABAGVVS-VSGH0.000 TO 0.056,Diamond,Baguette,VVS_VS,GH,0.000 TO 0.056,50000,55000
DIAMAQVSFGHMIX,Diamond,Marquise,VS,FGH,Mix,60000,66000
DIAPRIVSFG0.13 TO 0.175,Diamond,Princess,VS,FG,0.13 TO 0.175,42500,46750
DIARNDVS-SIHI0.001 TO 0.056,Diamond,Round,VS_SI,HI,0.001 TO 0.056,78000,85800
DIAROSVS-SIIJ0.000 to 0.056,Diamond,Rose,VS_SI,IJ,0.000 TO 0.056,45000,49500
DIARNDVS - SIIJ0.001 TO 0.056,Diamond,Round,VS_SI,IJ,0.001 TO 0.056,40000,44000
DIABAGVS-SIFGH0.000 TO 0.056,Diamond,Baguette,VS_SI,FGH,0.000 TO 0.056,44000,48400
DIAROSVSMIX0.000 TO 0.056 (I),Diamond,Rose,VS,Mix,0.000 TO 0.056 (I),45000,49500
ROSRNDVVSEFMIX,Diamond,Rose,VVS,EF,Mix,45000,49500
ROSMIXVS-SIIJ0.000 TO 0.056,Diamond,Rose,VS_SI,IJ,0.000 TO 0.056,45000,49500
ROSMIXAEFMIX,Diamond,Rose,Mix,EF,Mix,35000,38500
ROSMIXVSIJ0.000 TO 0.056,Diamond,Rose,VS,IJ,0.000 TO 0.056,45000,49500
DIAFANVS  SIIJ0.000 TO 0.056 (I),Diamond,Fancy,VS_SI,IJ,0.000 TO 0.056 (I),45000,49500
DIAFNYMIXIJMIX,Diamond,Fancy,Mix,IJ,Mix,45000,49500
DIAMRQVSHI0.000 TO 0.056 (I),Diamond,Marquise,VS,HI,0.000 TO 0.056,45000,49500
DIAMUTMIXEFMIX,Diamond,Mutual Cut,Mix,EF,Mix,45000,49500
DIAPRIVS  SIIJ0.085 TO 0.125 (III),Diamond,Princess,VS,IJ,0.085 TO 0.125 (III),45000,49500
DIARNDSIGH0.000 TO 0.056 (I),Diamond,Round,SI,GH,0.000 TO 0.056 (I),45000,49500
DIARNDVS  SIGH0.000 TO 0.056 (I),Diamond,Round,VS_SI,IJ,0.000 TO 0.056 (I),45000,49500
DIARoseMIXMIX0.085 TO 0.125,Diamond,Rose,Mix,Mix,0.085 TO 0.125,45000,49500
DIAROSMIXMIX0.000 TO 0.056 (I),Diamond,Rose,Mix,Mix,0.000 TO 0.056 (I),45000,49500
DIAROSMIXMIX0.18 TO 0.229,Diamond,Rose,Mix,Mix,0.18 TO 0.229,45000,49500
DIAROSVSFGH0.000 to 0.056 (I),Diamond,Rose,VS,FGH,0.000 TO 0.056 (I),45000,49500
DIAROSVSFGH0.085 TO 0.125,Diamond,Rose,VS,FGH,0.085 TO 0.125,45000,49500
DIAROSVSGH0.000 TO 0.056 (I),Diamond,Rose,VS,GH,0.000 TO 0.056 (I),45000,49500
ROSMIXMIXMIX0.000 TO 0.056 (I),Diamond,Rose,Mix,Mix,0.000 TO 0.056 (I),45000,49500
ROSMIXVS-SIFGH0.000 TO 0.056,Diamond,Rose,VS_SI,FGH,0.000 TO 0.056,45000,49500
DIAFANVS  SIIJ0.000 TO 0.056,Diamond,Fancy,VS  SI,IJ,0.000 TO 0.056,45000,49500
DIAROSMIXMIX0.000 to 0.056,Diamond,Rose,Mix,Mix,0.000 to 0.056,45000,49500
DIAPEAVVS - VSEF0.13 TO 0.175(IV),Diamond,Pear,VVS_VS,EF,0.13 TO 0.175(IV),45000,49500
DIAROSMIXMIX0.075 TO 0.08 (II),Diamond,Rose,Mix,Mix,0.075 TO 0.08 (II),45000,49500
DIAMRQVS - SIIJ0.000 TO 0.056,Diamond,Marquise,VS_SI,IJ,0.000 TO 0.056,46000,50600
DIARoseMIXMI0.000 TO 0.056,Diamond,Rose,Mix,MI,0.000 TO 0.056,45000,49500
DIABAGVVS - VSFGMIX,Diamond,Baguette,VVS_VS,FG,Mix,45000,49500
DIAMUTAMIXMIX,Diamond,Mutual Cut,Mix,Mix,Mix,32000,35200
DIAROSMIXMIX0.085 TO 0.129,Diamond,Rose,Mix,Mix,0.085 TO 0.129,45000,49500
DIAPEAVVS-VSGH0.085 TO 0.129,Diamond,Pear,VVS_VS,GH,0.085 TO 0.129,45000,49500
DIAMAQVS - SIIJ0.000 TO 0.056,Diamond,Marquise,VS_SI,IJ,0.000 TO 0.056,50000,55000
DIAPRIVS - SIIJ0.000 TO 0.056,Diamond,Princess,VS_SI,IJ,0.000 TO 0.056,50000,55000
DIARNDVS-SIIJ0.000 TO 0.056 (I),Diamond,Round,VS_SI,IJ,0.000 TO 0.056,46000,50600
DIAMAQVSIJ0.000 TO 0.056,Diamond,Marquise,VS,IJ,0.000 TO 0.056,46000,50600
DIAPRIVS-SIFGH0.075 TO 0.08,Diamond,Princess,VS_SI,FGH,0.075 TO 0.08,46000,50600
DIAPEAVS - SIEF0.075 TO 0.08 (II),Diamond,Pear,VS_SI,EF,0.075 TO 0.08 (II),58000,63800
DIAMUTVVSEF0.000 TO 0.056 (I),Diamond,Mutual Cut,VVS,EF,0.000 TO 0.056 (I),46000,50600
DIARNDVSFGHVVS,Diamond,Round,VS,FGH,Mix,46000,50600
DIAPRIVSFG0.000 TO 0.056,Diamond,Princess,VS,FG,0.000 TO 0.056,50000,55000
DIABAGVVS - VSHI0.000 TO 0.056,Diamond,Baguette,VVS_VS,HI,0.000 TO 0.056,47000,51700
DIARNDVVSEF0.000 TO 0.056(I),Diamond,Round,VVS,EF,0.000 TO 0.056(I),59500,65450
DIARNDSIGH0.13 TO 0.175,Diamond,Round,SI,GH,0.13 TO 0.175,48000,52800
DIARNDVVSEF20.01-23CT,Diamond,Round,VVS,EF,20.01_23CT,59500,65450
DIABAGVSFGH0.000 TO 0.056,Diamond,Baguette,VS,FGH,0.000 TO 0.056,54000,59400
DIARNDVVSEF30.01-35CT,Diamond,Round,VVS,EF,30.01_35CT,59500,65450
POLMIXMIXMIX- ABOVE 1,Polki,Mix,Mix,Mix,ABOVE1,32000,35200
DIAFANVS-SIHI0.085 TO 0.125 (III),Diamond,Fancy,VS_SI,HI,0.085 TO 0.125 (III),90000,99000
DIAFANVS-SIFGH0.000 to 0.056 (I),Diamond,Fancy,VS_SI,FGH,0.000 TO 0.056,58000,63800
DIAPEAMIXEF0.075 TO 0.08 (II),Diamond,Pear,Mix,EF,0.075 TO 0.08 (II),78000,85800
DIAPRIVVSEF0.13 TO 0.175(IV),Diamond,Princess,VVS,EF,0.13 TO 0.175(IV),88000,96800
DIAPEAMIXGH0.075 TO 0.08 (II),Diamond,Pear,Mix,GH,0.075 TO 0.08 (II),50000,55000
DIAFANVVS - VSGHMIX,Diamond,Fancy,VVS_VS,GH,Mix,50000,55000
DIAFANSIGH0.000 to 0.056 (I),Diamond,Fancy,SI,GH,0.000 TO 0.056 (I),50000,55000
DIARNDVS - SIEF01.01-2CT,Diamond,Round,VS_SI,EF,01.01_2CT,50000,55000
DIARNDVSEF03.01-4CT,Diamond,Round,VS,EF,03.01_4CT,50000,55000
DIAMAQVS-SIIJ0.000 to 0.056 (I),Diamond,Marquise,VS_SI,IJ,0.000 TO 0.056,45000,49500
DIAPEAMIXIJMIX,Diamond,Pear,Mix,IJ,Mix,50000,55000
ROSMIXVVS-VSFG0.000 to 0.056 (I),Diamond,Mix,VVS_VS,FG,0.000 TO 0.056,45000,49500
DIAFANVS-SIIJ0.000 TO 0.056,Diamond,Fancy,VS_SI,IJ,0.000 TO 0.056,50000,55000
DIARNDVS - SIEF02.01-3CT,Diamond,Round,VS_SI,EF,02.01_3CT,50000,55000
DIAFANVS - SIEF0.085 TO 0.125 (LLL),Diamond,Fancy,VS_SI,EF,0.085 TO 0.125,50000,55000
DIAMAQVS-SIIJ0.000 to 0.056,Diamond,Marquise,VS_SI,IJ,0.000 TO 0.056,50000,55000
DIAMAQVS-SIIJ0.075 TO 0.084,Diamond,Marquise,VS_SI,IJ,0.075 TO 0.08,50000,55000
DIAMAQVS-SIIJ0.085 TO 0.134 (III),Diamond,Marquise,VS_SI,IJ,0.085 TO 0.134 (III),50000,55000
DIAPEAVS-SIIJ0.000 TO 0.056,Diamond,Pear,VS_SI,IJ,0.000 TO 0.056,50000,55000
DIAPEAVVS-VSGH0.085 TO 0.0125,Diamond,Pear,VVS_VS,GH,0.085 TO 0.0125,50000,55000
DIAPEAVS-SIIJ0.000 TO 0.056 (I),Diamond,Pear,VS_SI,IJ,0.000 TO 0.056,44000,48400
DIARNDVS - SIEFBELOW01CT,Diamond,Round,VS_SI,EF,BELOW01CT,40000,44000
DIARNDVVS-VSGH0.000 TO 0.056 (I),Diamond,Round,VVS_VS,GH,0.000 TO 0.056,50000,55000
DIAPEAVSFGH0.000 to 0.056 (I),Diamond,Pear,VS,FGH,0.000 TO 0.056 (I),58000,63800
DIAFANVS-SIIJ0.085 TO 0.134 (III),Diamond,Fancy,VS_SI,IJ,0.085 TO 0.134 (III),50000,55000
DIAPEAVS-SIIJ0.085 TO 0.134 (III),Diamond,Pear,VS_SI,IJ,0.085 TO 0.134 (III),50000,55000
CLRDIARNDVVSGHMIX,Diamond,Round,VVS,GH,Mix,50000,55000
CLRDIARNDVVSEFMIX,Diamond,Round,VVS,EF,Mix,50000,55000
DIAFANVS-SIIJ0.000 TO 0.056(I),Diamond,Fancy,VS_SI,IJ,0.000 TO 0.056,50000,55000
DIABAGVVSIJ0.085 TO 0.125,Diamond,Baguette,VVS,IJ,0.085 TO 0.125,50000,55000
DIAPRIVS-SIIJ0.000 TO 0.056,Diamond,Princess,VS_SI,IJ,0.000 TO 0.056,50000,55000
POLMIXAEF- ABOVE 1,Polki,Mix,Mix,Mix,Mix,50000,55000
DIARNDVS-SIIJ0.085 TO 0.134 (III),Diamond,Round,VS_SI,IJ,0.085 TO 0.134 (III),50000,55000
DIARNDVS-SIGH0.000 TO 0.056,Diamond,Round,VS_SI,GH,0.000 TO 0.056,50000,55000
DIARNDVSGHMIX,Diamond,Round,VS,GH,Mix,50000,55000
DIARNDVS-SIIJ0.001 TO 0.056,Diamond,Round,VS_SI,IJ,0.001 TO 0.056,50000,55000
DIAPRIVSIJ0.085 TO 0.125 (III),Diamond,Princess,VS,IJ,0.085 TO 0.125 (III),50000,55000
DIAPRIVS-SIIJ0.085 TO 0.125 (III),Diamond,Princess,VS_SI,IJ,0.085 TO 0.125 (III),50000,55000
DIARNDVVS - VSEF07.01-8CT,Diamond,Round,VVS_VS,EF,07.01_8CT,50000,55000
DIARNDVVS - VSEF05.01-6CT,Diamond,Round,VVS_VS,EF,05.01_6CT,50000,55000
DIARNDVVS - VSEF03.01-4CT,Diamond,Round,VVS_VS,EF,03.01_4CT,50000,55000
DIARNDVS - SIEF03.01-4CT,Diamond,Round,VS_SI,EF,03.01_4CT,50000,55000
DIAPEAVS  SIIJ0.000 TO 0.056 (I),Diamond,Pear,VS  SI,IJ,0.000 TO 0.056 (I),50000,55000
DIAPEAVSIJ0.000 TO 0.056 (I),Diamond,Pear,VS,IJ,0.000 TO 0.056 (I),50000,55000
DIAFNYVS  SIIJ0.000 TO 0.056 (I),Diamond,Fancy,VS_SI,IJ,0.000 TO 0.056(I),50000,55000
DIARNDVVS - VSEF09.01-10CT,Diamond,Round,VVS_VS,EF,09.01_10CT,50000,55000
DIAPEAMIXIJ0.085 TO 0.125(III),Diamond,Pear,Mix,IJ,0.085 TO 0.125(III),50000,55000
DIAPEAVSIJ0.085 TO 0.125(III),Diamond,Pear,VS,IJ,0.085 TO 0.125(III),50000,55000
DIAPEAVS-SIHI0.085 TO 0.0134 (III),Diamond,Pear,VS_SI,HI,0.085 TO 0.0134 (III),50000,55000
DIAPEAVS-SIIJ0.075 TO 0.084,Diamond,Pear,VS_SI,IJ,0.075 TO 0.08,50000,55000
DIARNDVVS - VSHI0.000 TO 0.056 (I),Diamond,Round,VVS_VS,HI,0.000 TO 0.056,50000,55000
DIAFANVS  SIIJ0.085 TO 0.129,Diamond,Fancy,VS_SI,IJ,0.085 TO 0.129,50000,55000
DIAFNYMIXIJ0.085 TO 0.125 (LLL),Diamond,Fancy,Mix,IJ,0.085 TO 0.125 (LLL),50000,55000
DIAFNYVS  SIIJ0.085 TO 0.125 (LLL),Diamond,Fancy,VS  SI,IJ,0.085 TO 0.125 (LLL),50000,55000
DIAFNYVSHI0.085 to 0.125,Diamond,Fancy,VS,HI,0.085 TO 0.125,50000,55000
DIAMAQVSIJ0.075 TO 0.084,Diamond,Marquise,VS,IJ,0.075 TO 0.084,50000,55000
DIAMAQVS-SIIJ0.075 TO 0.08 (II),Diamond,Marquise,VS_SI,IJ,0.075 TO 0.08 (II),50000,55000
DIAMRQVS-SIHI0.085 TO 0.0134 (III),Diamond,Marquise,VS_SI,HI,0.085 TO 0.0134 (III),50000,55000
DIAMRQVS-SIIJ0.085 TO 0.125 (III),Diamond,Marquise,VS_SI,IJ,0.085 TO 0.125 (III),50000,55000
DIARNDVSFGH0.000 to 0.056 (I),Diamond,Round,VS,FGH,0.000 TO 0.056 (I),54000,59400
DIARNDVS-SIIJ0.085 TO 0.0134 (III),Diamond,Round,VS_SI,IJ,0.085 TO 0.0134 (III),50000,55000
DIARNDVS-SIIJ0.000 TO 0.056,Diamond,Round,VS_SI,IJ,0.000 TO 0.056,50000,55000
DIAPEAMIXIJ  0.13 TO 0.175(IV),Diamond,Pear,Mix,IJ,  0.13 TO 0.175(IV),50000,55000
DIAPEAVSIJ0.13 TO 0.175(IV),Diamond,Pear,VS,IJ,0.13 TO 0.175(IV),50000,55000
DIAPEAVSFG0.075 TO 0.08,Diamond,Pear,VS,FG,0.075 TO 0.08,50000,55000
DIARNDVS - SIIJ0.000 TO 0.056,Diamond,Round,VS_SI,IJ,0.000 TO 0.056,50000,55000
CLRDIARNDMIXGHMIX,Diamond,Round,Mix,GH,Mix,59500,65450
DIABAGVVS-VSHI0.000 TO 0.056,Diamond,Baguette,VVS_VS,HI,0.000 TO 0.056,50000,55000
DIAFANVS - SIIJ0.000 TO 0.056,Diamond,Fancy,VS_SI,IJ,0.000 TO 0.056,50000,55000
DIAPEAVS - SIIJ0.000 TO 0.056 (I),Diamond,Pear,VS_SI,IJ,0.000 TO 0.056,50000,55000
CLRRNDMIXMIXMIX,Diamond,Round,Mix,Mix,Mix,50000,55000
DIAMAQVS  SIIJ0.000 TO 0.056,Diamond,Marquise,VS  SI,IJ,0.000 TO 0.056,50000,55000
DIAMAQVS-SIIJ0.085 TO 0.129,Diamond,Marquise,VS_SI,IJ,0.085 TO 0.129,50000,55000
CLRDIAVVSEFMIX,Diamond,Mix,VVS ,EF,Mix,52000,57200
DIAFANVS-SIIJ0.085 TO 0.0134 (III),Diamond,Fancy,VS_SI,IJ,0.085 TO 0.0134 (III),54000,59400
DIAFNYVS-SIIJ   0.075 to 0.080 (ll),Diamond,Fancy,VS_SI,IJ,0.075 TO 0.08,50000,55000
DIAMAQVVS-VSIJ0.075 TO 0.08,Diamond,Marquise,VVS_VS,IJ,0.075 TO 0.08,50000,55000
DIAPEAVS - SIIJ0.085 TO 0.125 (III),Diamond,Pear,VS_SI,IJ,0.085 TO 0.125 (III),50000,55000
DIAPEAVS - SIIJ0.085 TO 0.125(III),Diamond,Pear,VS_SI,IJ,0.085 TO 0.125(III),50000,55000
DIARNDVVS-VSGHMIX,Diamond,Round,VVS_VS,GH,Mix,50000,55000
DIAMAQVVS1GH0.000 TO 0.056,Diamond,Marquise,VVS1,GH,0.000 TO 0.056,50000,55000
DIAMRQVS  SIFG0.000 TO 0.056,Diamond,Marquise,VS  SI,FG,0.000 TO 0.056,50000,55000
DIAPEAVS  SIFG0.000 TO 0.056,Diamond,Pear,VS  SI,FG,0.000 TO 0.056,50000,55000
DIAPRIVS  SIFG0.000 TO 0.056,Diamond,Princess,VS  SI,FG,0.000 TO 0.056,50000,55000
DIAPRIVSIJ0.000 TO 0.056,Diamond,Princess,VS,IJ,0.000 TO 0.056,50000,55000
DIARCTVS  SIIJ0.000 TO 0.056,Diamond,Mix,VS_SI,IJ,0.000 TO 0.056,50000,55000
DIARNDSIJ0.000 TO 0.056,Diamond,Round,SI,J,0.000 TO 0.056,50000,55000
DIARNDVS  SIFG0.000 TO 0.056,Diamond,Round,VS  SI,FG,0.000 TO 0.056,50000,55000
DIARNDVSIJ0.000 TO 0.056,Diamond,Round,VS,IJ,0.000 TO 0.056,50000,55000
CLRDIARNDMIXMIXMIX,Diamond,Round,Mix,Mix,Mix,50000,55000
DIAFANVS-SIIJ0.085 TO 0.125,Diamond,Fancy,VS_SI,IJ,0.085 TO 0.125,58000,63800
DIARNDVSGH0.000 TO 0.056,Diamond,Round,VS,GH,0.000 TO 0.056,50000,55000
DIARNDVSVFGH0.000 TO 0.056 (I),Diamond,Round,VVS,GH,0.000 TO 0.056 (I),50000,55000
DIAMAQVSHI0.075 TO 0.084,Diamond,Marquise,VS,HI,0.075 TO 0.08,50000,55000
DIAPEAVS-SIIJ0.075 to 0.08 (II),Diamond,Pear,VS_SI,IJ,0.075 TO 0.08 (II),50000,55000
DIAPEAVS-SIIJ0.085 TO 0.0134 (III),Diamond,Pear,VS_SI,IJ,0.085 TO 0.0134 (III),68000,74800
DIAPRIVVSEF0.075 TO 0.08 (II),Diamond,Princess,VVS,EF,0.075 TO 0.08 (II),54000,59400
DIARNDVS  SIIJ0.000 TO 0.056 (I),Diamond,Round,VS  SI,IJ,0.000 TO 0.056 (I),50000,55000
DIABAGVVS-VSGH0.000 TO 0.056 (I),Diamond,Baguette,VVS_VS,GH,0.000 TO 0.056,50000,55000
DIAPRIVS-SIIJ0.085 TO 0.125,Diamond,Princess,VS_SI,IJ,0.085 TO 0.125,50000,55000
DIAPEAVS - SIIJ  0.13 TO 0.175(IV),Diamond,Pear,VS_SI,IJ,0.13 TO 0.175(IV),50000,55000
DIAPEAVS-SIIJ0.075 - 0.084 (II),Diamond,Pear,VS_SI,IJ,0.075 _ 0.084 (II),54000,59400
DIAPRIVS-SIFGH0.000 TO 0.056,Diamond,Princess,VS_SI,FGH,0.000 TO 0.056,54000,59400
DIARNDVVS-VSIJ0.000 TO 0.056,Diamond,Round,VVS_VS,IJ,0.000 TO 0.056,50000,55000
DIARNDVVSEF05.01 - 6 CT,Diamond,Round,VVS,EF,05.01 _ 6 CT,54000,59400
DIAPEAVS  SIIJ0.085 TO 0.125 (III),Diamond,Pear,VS  SI,IJ,0.085 TO 0.125 (III),54000,59400
